Page ID,Page Name,Disclaimer,Amount Spent (USD),Number of Ads in Library
105235011336992,The Crying Democrat,These ads ran without a disclaimer,≤100,1
1379611168720523,"Odessa, TX Local - News Break",These ads ran without a disclaimer,≤100,2
128551641258085,Melanie Stansbury for NM,Melanie for New Mexico,≤100,4
107804470977996,Yard Memories,These ads ran without a disclaimer,≤100,1
108465077640397,Taxpayers For Measure Z,These ads ran without a disclaimer,≤100,1
2109727092575276,Beard MKE,These ads ran without a disclaimer,≤100,2
2476255525778146,Barron Thompson for Judge,Barron Thompson for Judge,≤100,1
199248403764434,"Lisa Marquis, Family Law Attorney",These ads ran without a disclaimer,≤100,1
103636631424953,Make It Matter,Hannah Mclaurin Funderburke,≤100,1
103958871293365,Fred Fuller for Drain Commissioner,Fred Fuller for Drain Commissioner,≤100,1
114307957073356,Peace King - A Chadwick Boseman Tribute,These ads ran without a disclaimer,≤100,1
105904387628391,Simply Sherrie,Simply Sherrie,≤100,1
0,Instagram User 2702919686,These ads ran without a disclaimer,≤100,1
335776924769,"City of Tallahassee, FL - Government","TALLAHASSEE, CITY OF (INC)",≤100,1
101394221504213,"IRate Planet, Inc.",These ads ran without a disclaimer,≤100,1
106171704545595,Liberty Riderz Relay,These ads ran without a disclaimer,≤100,1
108408962542926,Magic 95.9 Baltimore,Urban1,≤100,1
204650326228895,"Ph: 312-363-9661 Lawyers at Adesina Law Firm, P.C.",These ads ran without a disclaimer,≤100,1
610034709024799,BasilHealth,These ads ran without a disclaimer,≤100,1
412078182198838,Unity Party of America,United National Committee,≤100,1
118604679816924,How Public Works Podcast,These ads ran without a disclaimer,≤100,2
101108438432825,TaxaJermy,These ads ran without a disclaimer,≤100,1
747383518783417,Fame Montana,These ads ran without a disclaimer,≤100,3
125094941263150,"Tampa, FL Local - News Break",These ads ran without a disclaimer,≤100,1
104497718051831,Stephanie Lambert for Noblesville School Board,Stephanie Denise Lambert,≤100,1
107292004471340,Samantha Sanders: Write-In Candidate for Gull Lake School Board,Samantha Alyse Sanders,≤100,1
145623845911308,The Rock of Restoration Church,These ads ran without a disclaimer,≤100,1
643710682364863,Shawnee County Young Democrats,Abbey Lorraine Kester Killinger,≤100,1
285827101517017,Awakening Church,These ads ran without a disclaimer,≤100,1
526766564501894,State Representative Julie Alexander,Rep. Julie Alexander,≤100,4
109349737466759,Lori Slings for Iowa House,Lori Slings for House,≤100,5
1906927586211422,First Galilee Missionary Baptist Church,These ads ran without a disclaimer,≤100,1
105328366172674,Steve Hunter Associates,These ads ran without a disclaimer,≤100,1
1650012921980535,Morg W Productions,These ads ran without a disclaimer,≤100,1
2223625781196948,Jesus:  King of the Universe,These ads ran without a disclaimer,≤100,1
1227468047416089,Duet,Give Duet Inc,≤100,1
1658605067746402,Fostering Dreams Dallas,These ads ran without a disclaimer,≤100,1
102296147896464,"Watsonville, California Local - News Break",These ads ran without a disclaimer,≤100,1
108305447689868,Parents for Cupertino Schools,Tony Yuhsiang Cheng,≤100,1
1196461323843489,"Michelada Mixx, Dipz & Cupz",These ads ran without a disclaimer,≤100,1
108554917384509,Myrna Conty MVC 2020,These ads ran without a disclaimer,≤100,2
1882250245365773,Jason Lary - Mayor of Stonecrest,Al Terez Franklin,≤100,1
391944054741757,John Hiester Chrysler Dodge Jeep Ram of Sanford,These ads ran without a disclaimer,≤100,2
125250727518820,Pastor Greg Locke,These ads ran without a disclaimer,≤100,1
131167077580134,Craig Macn,These ads ran without a disclaimer,≤100,1
2159743680729279,Shawna Walraven Bay County Treasurer,Friends of Shawna Walraven,≤100,1
435216980191113,The Moral Outcry,TEXAS JUSTICE FOUNDATION,≤100,1
268271896588240,Rebel Thriver,These ads ran without a disclaimer,≤100,2
332181580456530,The Carter Brand,These ads ran without a disclaimer,≤100,1
305631099868567,Fast for Peace,These ads ran without a disclaimer,≤100,1
138166856257662,Zeidman for Culver City School Board,Committee to Elect Zeidman School Board 2020,≤100,1
102278041370966,Julie Buria For MN House,"The Julie Buria Campaign PO Box 54, Mountain Iron, Minnesota 55768",≤100,1
117607043406379,Shop-Online,These ads ran without a disclaimer,≤100,3
113793210422242,Joe4IdahoCounty,Joseph William Cladouhos,≤100,1
296596930356782,Disability Rights Tennessee,DISABILITY RIGHTS TENNESSEE,≤100,1
123053541039782,Deem Communications,These ads ran without a disclaimer,≤100,1
105891121193781,Tracy Miller for Kane County Board,Tracy Miller,≤100,2
1625141137749268,Firefighter Functional Fitness,These ads ran without a disclaimer,≤100,1
1476151805942436,FCK,These ads ran without a disclaimer,≤100,1
578837708965076,"Erie, PA Local - News Break",These ads ran without a disclaimer,≤100,1
153746258386720,"Bremerton, WA Local - News Break",These ads ran without a disclaimer,≤100,1
1832889346961132,Simplisticsistah,Sheila Yvonne Lowe,≤100,1
108820057649788,Conservatives for Socialism,These ads ran without a disclaimer,≤100,1
170770243344396,"Gainesville, FL Local - News Break",These ads ran without a disclaimer,≤100,2
105633841043731,W.E. "Bill" Seybold  for School Board,These ads ran without a disclaimer,≤100,1
100182485140324,North Myrtle Beach Hospitality Coalition,These ads ran without a disclaimer,≤100,1
106304487547349,Beth Seibert For Commissioner,Committee to Elect Beth Seibert,≤100,1
0,Marketplace Seller 63112283,These ads ran without a disclaimer,≤100,1
1002984969765389,Lilada,These ads ran without a disclaimer,≤100,1
430880014025895,Matt Deneen - E-town City Council,Matthew Darin Deneen,≤100,1
113449573434310,"Frankfort, Kentucky Local - News Break",These ads ran without a disclaimer,≤100,1
100298255146094,Coco Noir Wine Shop & Bar,These ads ran without a disclaimer,≤100,1
108067922589632,DB3 Inc,These ads ran without a disclaimer,≤100,1
162501170469424,Garnier Puerto Rico,These ads ran without a disclaimer,≤100,1
101604588352291,Shine A Light on Racism,These ads ran without a disclaimer,≤100,1
220841234629817,League of Women Voters of Pueblo,Jon Paul Gjerde,≤100,1
135377489835935,Title of Liberty,These ads ran without a disclaimer,≤100,1
108070081045033,Itskathychan,These ads ran without a disclaimer,≤100,1
109165767275471,Zarahemla Site,These ads ran without a disclaimer,≤100,1
100450715082921,History Ago Go,These ads ran without a disclaimer,≤100,1
1784740295093051,Rialto Proud,Gary Wayne Lawson,≤100,2
387298311335707,Black Iowa News,These ads ran without a disclaimer,≤100,1
104186963357214,"Abilene, TX Local - News Break",These ads ran without a disclaimer,≤100,2
119626722959959,Children First Team for TR School Board,Children First Team for TR School Board,≤100,1
103696728146990,"Vote for Audra Walton MPUSD School Board Trustee, Area 1 Marina, CA",Audra Marie Walton,≤100,1
1694612334190364,Know Who You Are Voting For,Deborah L Bibby,≤100,1
205695786122160,Irregular4Christ Ministries,Dustin Garrett Marshall,≤100,2
679833395767234,What's Happening in Cattaraugus County,These ads ran without a disclaimer,≤100,3
101895004595137,Jennifer Smith 4 Arkansas,Jennifer Smith 4 Arkansas,≤100,1
105099188014532,Elevate the Date,These ads ran without a disclaimer,≤100,1
108348030620445,"East Peoria, Illinois Local - News Break",These ads ran without a disclaimer,≤100,1
0,Instagram User 5804561966,These ads ran without a disclaimer,≤100,1
126548245410649,Ángel Comas- Senador Ponce 2020,These ads ran without a disclaimer,≤100,2
216235061832294,CSEA Chapter 477  Rio Hondo College,Mendez for Rio Hondo College Board 2020,≤100,1
127306469070566,Protect My Ballot,Protect My Ballot,≤100,1
105038434279559,"Lebanon, TN Local - News Break",These ads ran without a disclaimer,≤100,1
133820628648,KTCollection,These ads ran without a disclaimer,≤100,4
101004098435969,Muku Ulunma Agu,These ads ran without a disclaimer,≤100,1
100588665093477,Presidential Apparel,These ads ran without a disclaimer,≤100,2
111421734023384,Nasty Women Army,These ads ran without a disclaimer,≤100,1
102789601179277,Authentic & Unfiltered Podcast with Farheen,Farheen Raza,≤100,1
0,Instagram User 4551604517,These ads ran without a disclaimer,≤100,2
111812313609603,For Goodness Socks,These ads ran without a disclaimer,≤100,1
112376980581119,Mike Holmes for Eureka Union School Board,These ads ran without a disclaimer,≤100,1
105540261208407,Eric Lindemier for Waterford Treasurer,These ads ran without a disclaimer,≤100,1
104337764445702,Follow the Loser,These ads ran without a disclaimer,≤100,1
136059816947665,Bart Haberstroh,These ads ran without a disclaimer,≤100,2
1712538528975582,Rene Spring - MH Councilman,Rene Spring - Councilmember City of Morgan Hill,≤100,1
111561117234777,Love Fever,These ads ran without a disclaimer,≤100,2
113478103803408,Joi Designs LLC,JOYNELL TIFFANY ELLIOT-DEMOSTHENE,≤100,1
1033959006620098,Physician Associate Interdisciplinary Clinic - Pain-C,These ads ran without a disclaimer,≤100,1
559965367421194,RJLDesignZ,These ads ran without a disclaimer,≤100,1
101853717940986,"Wentzville, Missouri Local - News Break",These ads ran without a disclaimer,≤100,2
106051424564345,Glossifiedbykay,These ads ran without a disclaimer,≤100,2
217806228346963,"Jeff Lesley, www.WilmingtonsTopAgent.com",These ads ran without a disclaimer,≤100,1
100192191842147,S & S custom homemade crafts,These ads ran without a disclaimer,≤100,1
105294741178320,I Can Change Your Life,These ads ran without a disclaimer,≤100,1
214061167976,El Tiempo Latino,MASTV EL PLANETA LLC,≤100,4
101361741648559,MezzyCareer,David Mesirow,≤100,1
1792024127767445,CreditSmash FWB,These ads ran without a disclaimer,≤100,1
112860322067468,Christian Life Center Houston (CLC),These ads ran without a disclaimer,≤100,1
2105177903075219,Rabbit Hole,These ads ran without a disclaimer,≤100,1
106700847744206,Rick Pidcock,These ads ran without a disclaimer,≤100,1
376472026421386,Bond's Team Building,These ads ran without a disclaimer,≤100,1
436806913024368,Brad 'Kamikaze' Franklin,Bradford Franklin,≤100,1
104301431397474,Team Joe-usa80stee.com,These ads ran without a disclaimer,≤100,2
107971771045403,Michele Crncich Hodge for Mill Valley School Board,Friends of Michele Crncich Hodge for Mill Valley School Board 2020,≤100,1
203417509743426,Броневицький Сергій Петрович,These ads ran without a disclaimer,≤100,1
111151254079211,Support Woodbridge Fire - Yes on U 2020,Support Woodbridge Fire - Yes on U 2020,≤100,5
223535524745013,Noelian Ortiz,These ads ran without a disclaimer,≤100,2
100378861782440,Black Artist Release,These ads ran without a disclaimer,≤100,1
1795664644011390,THE TRUMP NETWORK,Gerald R Lovenguth,≤100,2
526201740921178,New Orleans Local - News Break,These ads ran without a disclaimer,≤100,1
544920092669452,Aripay Tambunan,These ads ran without a disclaimer,≤100,2
111365203848465,Braidon Anthony Properties,These ads ran without a disclaimer,≤100,1
106241447763029,Kevin Wetuski for La Vista City Council,These ads ran without a disclaimer,≤100,1
108554004306550,Citizens for Accountable Road Spending,Citizens for Accountable Road Spending,≤100,2
623761824782109,Zanvos,ZanVos,≤100,2
109428053873550,"Clovis, NM Local - News Break",These ads ran without a disclaimer,≤100,2
197916387222108,Re-ElectChamplin,Matthew D Champlin,≤100,1
237433769718714,Sick Goon Musik,These ads ran without a disclaimer,≤100,2
196508873728426,West Reading Environmental Advisory Council,These ads ran without a disclaimer,≤100,1
2281845702065617,Fulcrum Politics,Fulcrum Politics,≤100,1
107512167749926,Diego TV,These ads ran without a disclaimer,≤100,1
421283405262394,Shay Stautz,These ads ran without a disclaimer,≤100,1
533495406818920,Pop-Up Raleigh,These ads ran without a disclaimer,≤100,1
112441293929809,Home of free,sarpaleti,≤100,1
133532511441674,Claudette J. Miranda for Heber Elementary School Board,Claudette Joan Miranda,≤100,1
401240226922554,VoLo Foundation,These ads ran without a disclaimer,≤100,1
362813497234194,Blazing Hope Ranch,David Lawrence Haggard,≤100,1
430206533813538,Ian Mahal,Mark Ian Mahal,≤100,1
107581607760094,Сергій Піддубний-кандидат у депутати Дніпропетровської обласної ради,These ads ran without a disclaimer,≤100,1
221814397883749,Mountain Association,Mountain Association,≤100,1
103099268202690,MASR Public Access Channel,These ads ran without a disclaimer,≤100,1
649783451769256,Diana C. Richardson,Diana C. Richardson For Assembly,≤100,1
375916992532712,"Paducah, KY Local - News Break",These ads ran without a disclaimer,≤100,1
100904485074468,Mayra Ceballos for Sbcusd school board,Mayra Yuliana Ceballos,≤100,1
908425072657834,Benjii Records,These ads ran without a disclaimer,≤100,1
1155966344460006,Deseri Sichler  Valencia County Treasurer,Deseri Ann Sichler,≤100,1
419218145573627,The American Story,These ads ran without a disclaimer,≤100,1
108691310835847,Deep Ellum 100 People Who Give a Damn,These ads ran without a disclaimer,≤100,1
103395304856448,Scarepest,These ads ran without a disclaimer,≤100,1
107224774354262,Stokely Starmichael,John Lee Fisher Iii,≤100,1
949004958558807,"Lincoln, NE Local - News Break",These ads ran without a disclaimer,≤100,2
103086471181095,"Hopkinsville, KY Local - News Break",These ads ran without a disclaimer,≤100,1
1192579580831773,Supermajority News,Supermajority Education Fund,≤100,1
112998763750133,FAITH Matters,These ads ran without a disclaimer,≤100,1
100258045182224,,These ads ran without a disclaimer,≤100,4
512738342454453,Kevin David,These ads ran without a disclaimer,≤100,3
110743660377644,"Statesboro, Georgia Local - News Break",These ads ran without a disclaimer,≤100,1
109788333988755,Choice Community Power,Sherry Lorraine Rothenberg,≤100,1
250757874937036,Bottleneck Music,These ads ran without a disclaimer,≤100,1
44663899374,The Lyric,These ads ran without a disclaimer,≤100,1
40043524983,Constitutional Accountability Center (CAC),These ads ran without a disclaimer,≤100,2
100129595193371,Awesome TShirts,These ads ran without a disclaimer,≤100,1
101903214992348,Westminster Water Warriors,These ads ran without a disclaimer,≤100,1
